id,age,area,floor,max_floor,y,room_num,L,D,K,S,north
17690,565,33.1,4,8,115000,1,0,1,1,0,0
17691,178,25.34,4,5,102000,1,0,0,1,0,0
17692,659,14.85,2,2,34000,1,0,0,1,0,1
17693,103,9.45,2,2,64000,1,0,0,0,0,0
17694,619,39.69,4,5,69000,2,0,1,1,0,0
17695,430,13.44,3,4,54000,1,0,0,0,0,0
17696,1,25.9,6,11,132000,1,0,0,1,0,0
17697,97,12.0,1,2,54000,1,0,0,0,0,0
17698,199,60.0,6,10,162000,2,1,1,1,0,0
17699,229,57.82,4,14,140000,2,1,1,1,0,0
17700,470,41.0,4,4,143000,1,1,1,1,0,0
17701,53,26.47,1,5,103000,1,0,0,0,0,0
17702,271,43.26,5,5,155000,2,1,1,1,0,0
17703,198,27.09,4,10,82000,1,0,0,0,0,0
17704,0,47.79,3,6,217000,1,1,1,1,0,0
17705,106,20.62,6,9,92000,1,0,0,1,0,0
17706,102,55.36,5,7,139000,1,1,1,1,0,0
17707,136,20.0,2,3,86000,1,0,0,1,0,0
17708,210,51.2,5,10,147000,2,1,1,1,0,0
17709,149,14.52,2,3,63000,1,0,0,1,0,1
17710,358,46.7,2,3,88000,3,0,1,1,0,0
17711,3,25.92,2,13,111000,1,0,0,1,0,0
17712,363,40.5,3,3,68000,2,0,1,1,0,1
17713,0,25.07,3,8,105000,1,0,0,1,0,0
17714,456,20.25,2,3,50000,1,0,0,1,0,0
17715,348,58.77,2,4,127000,2,0,1,1,0,0
17716,62,42.44,2,10,164000,1,1,1,1,0,0
17717,65,25.2,3,8,77000,1,0,0,1,0,0
17718,2,24.02,2,4,108000,1,0,0,1,0,0
17719,0,14.49,3,3,78000,1,0,0,0,0,0
17720,258,24.0,7,12,78000,1,0,0,1,0,0
17721,221,29.7,3,3,88500,1,0,1,1,0,0
17722,246,25.05,4,5,110000,1,0,0,1,0,0
17723,395,17.0,2,3,65000,1,0,0,0,0,0
17724,290,95.81,2,3,270000,3,1,1,1,0,1
17725,353,38.07,3,3,120000,2,0,0,1,0,0
17726,298,23.0,1,2,51000,1,0,0,1,0,0
17727,3,25.18,2,7,98000,1,0,0,1,0,1
17728,331,11.0,1,2,50000,1,0,0,0,0,0
17729,25,25.07,3,12,106000,1,0,0,1,0,0
17730,149,25.87,2,3,85500,1,0,0,0,0,0
17731,1,28.41,1,7,101500,2,0,0,1,0,1
17732,34,44.65,1,3,140000,1,1,1,1,0,1
17733,5,42.17,5,5,212000,2,0,1,1,0,0
17734,354,48.0,4,6,108000,1,1,1,1,0,0
17735,54,20.31,5,7,94500,1,0,0,0,0,0
17736,633,9.94,1,4,36000,1,0,0,0,0,0
17737,343,35.16,2,3,105000,1,1,1,1,0,0
17738,82,28.53,1,5,111000,1,0,0,0,0,0
17739,366,68.98,3,3,145000,3,1,1,1,0,0
17740,251,34.4,3,10,120000,1,0,0,1,0,0
17741,186,73.06,2,10,146000,2,1,1,1,0,0
17742,456,29.7,2,3,62000,2,0,0,1,0,0
17743,149,27.42,2,3,77000,1,0,1,1,0,0
17744,593,26.5,3,3,80000,1,0,1,1,0,1
17745,0,25.8,5,8,101000,1,0,0,1,0,0
17746,176,26.58,3,10,145000,1,0,0,1,0,1
17747,320,31.94,7,7,76000,1,0,0,0,0,0
17748,455,45.61,1,5,135000,1,1,1,1,0,1
17749,0,17.59,3,3,83000,1,0,0,0,0,0
17750,164,24.15,6,14,129000,1,0,0,1,0,0
17751,394,18.0,5,6,56000,1,0,0,0,0,0
17752,82,20.63,11,13,82000,1,0,0,1,0,1
17753,0,21.07,2,2,61000,1,0,0,0,0,0
17754,0,58.82,1,3,129000,2,1,1,1,0,0
17755,405,16.11,1,2,52000,1,0,0,0,0,0
17756,41,27.32,1,3,74000,1,0,0,1,0,0
17757,522,29.75,2,2,79000,2,0,0,1,0,0
17758,6,25.19,5,15,122000,1,0,0,1,0,0
17759,410,19.0,1,3,62000,1,0,0,1,0,0
17760,0,36.4,4,4,116500,1,1,1,1,0,0
17761,367,32.5,2,3,75000,2,0,0,1,0,0
17762,6,41.52,1,4,181000,1,0,1,1,0,0
17763,369,94.64,2,3,165000,3,1,1,1,0,0
17764,201,23.96,2,8,94500,1,0,0,1,0,0
17765,360,16.65,3,4,66000,1,0,0,1,0,0
17766,568,35.33,6,6,97000,1,0,0,1,0,0
17767,18,40.37,5,6,134000,1,1,1,1,0,1
17768,169,64.34,18,29,280000,2,1,1,1,0,0
17769,167,40.01,12,15,167000,1,1,1,1,0,1
17770,233,32.09,4,5,140000,1,1,1,1,0,0
17771,1,26.55,1,4,90500,1,0,0,1,0,0
17772,102,36.5,1,3,125000,1,1,1,1,0,0
17773,138,24.6,1,2,68000,1,0,0,1,0,0
17774,156,22.46,8,11,97000,1,0,0,1,0,0
17775,28,25.38,4,8,101500,1,0,0,1,0,0
17776,1,51.15,3,3,117500,2,1,1,1,0,0
17777,558,29.81,1,3,76000,1,0,1,1,0,0
17778,363,25.76,1,3,76000,1,0,0,1,0,0
17779,341,55.04,5,7,140000,2,0,1,1,0,0
17780,407,45.0,3,4,73000,2,0,1,1,0,0
17781,455,27.0,2,2,75000,1,0,1,1,0,0
17782,324,21.5,2,2,72000,1,0,0,0,0,0
17783,207,55.56,2,10,96000,2,0,1,1,0,0
17784,351,38.8,2,3,79000,2,1,1,1,0,0
17785,175,54.65,1,2,120000,2,0,1,1,0,0
17786,61,23.18,3,3,131000,1,0,1,1,0,0
17787,281,24.75,1,2,75000,1,0,0,1,0,0
17788,60,40.5,6,10,154000,1,1,1,1,0,1
17789,2,25.33,2,6,141000,1,0,0,1,0,0
17790,7,25.56,2,6,101500,1,0,0,1,0,0
17791,379,12.0,2,2,50000,1,0,0,1,0,0
17792,348,44.46,6,7,100000,2,0,1,1,0,0
17793,30,25.6,3,13,139000,1,0,0,1,0,0
17794,305,41.43,3,6,105000,1,0,1,1,1,0
17795,4,40.49,7,12,142000,1,1,1,1,0,0
17796,352,62.81,2,3,121000,2,1,1,1,0,0
17797,154,29.81,11,14,128000,1,1,1,1,0,0
17798,101,104.78,2,2,227000,3,1,1,1,0,0
17799,147,22.62,4,5,80000,1,0,0,1,0,0
17800,0,21.89,1,2,94000,1,0,0,1,0,0
17801,116,27.37,3,5,155000,1,0,0,1,0,0
17802,72,20.66,2,7,86000,1,0,0,1,0,0
17803,313,21.11,9,14,78000,1,0,0,0,0,1
17804,399,45.0,1,4,125000,2,0,1,1,0,0
17805,51,27.32,1,5,89000,1,0,0,1,0,0
17806,174,31.07,1,2,97000,1,0,1,1,0,1
17807,320,17.0,1,2,63000,1,0,0,0,0,0
17808,369,52.65,3,3,113000,3,0,1,1,0,0
17809,541,17.31,11,11,75000,1,0,0,0,0,0
17810,0,55.16,3,3,208000,2,1,1,1,0,0
17811,3,40.08,12,12,207000,1,1,1,1,0,0
17812,244,33.12,2,2,83000,1,0,0,1,0,0
17813,0,25.87,1,3,77000,1,0,1,1,0,0
17814,362,29.28,2,2,65000,1,0,0,1,0,0
17815,124,35.1,1,3,80800,1,1,1,1,0,0
17816,110,40.44,2,2,133000,1,1,1,1,0,0
17817,46,40.03,4,12,180000,1,1,1,1,0,0
17818,304,43.37,2,6,105000,1,1,1,1,0,0
17819,303,47.17,1,2,97000,1,0,1,1,1,0
17820,355,105.58,2,3,148000,3,1,1,1,0,0
17821,209,18.89,7,11,88000,1,0,0,0,0,0
17822,143,25.34,1,5,75000,1,0,0,1,0,0
17823,0,26.4,6,8,101500,1,0,0,1,0,0
17824,305,20.0,2,4,65000,1,0,0,1,0,0
17825,316,58.0,5,7,150000,3,0,1,1,0,0
17826,341,39.66,1,2,86000,2,0,1,1,0,0
17827,376,17.36,1,2,41000,1,0,0,1,0,0
17828,2,17.39,1,3,77000,1,0,0,1,0,1
17829,262,60.03,2,6,132100,3,0,1,1,0,0
17830,0,31.9,3,3,96000,1,0,0,1,0,0
17831,357,42.0,3,5,115000,2,1,1,1,0,0
17832,404,71.8,4,5,100000,2,1,1,1,0,0
17833,1,75.77,2,3,187000,3,1,1,1,0,0
17834,169,27.94,2,2,61500,1,0,0,0,0,0
17835,280,35.53,1,5,90000,2,0,1,1,0,0
17836,473,34.65,1,3,85000,2,0,1,1,0,0
17837,0,44.08,7,7,178000,1,1,1,1,0,1
17838,367,22.03,1,2,57000,1,0,0,1,0,0
17839,77,45.33,2,3,136000,1,1,1,1,0,0
17840,5,54.23,12,14,245000,1,1,1,1,1,0
17841,4,47.32,6,12,155000,1,1,1,1,0,0
17842,283,34.02,1,4,90000,1,0,1,1,0,0
17843,127,43.75,1,2,95000,1,1,1,1,0,0
17844,257,20.58,1,6,80000,1,0,0,1,0,0
17845,25,26.52,4,7,108500,1,0,1,1,0,0
17846,570,42.57,5,9,135000,2,1,1,1,0,0
17847,2,50.23,5,11,180000,2,1,1,1,0,0
17848,27,25.48,1,7,78000,1,0,0,1,0,0
17849,41,22.6,5,11,116000,1,0,0,1,0,1
17850,215,23.2,2,4,73000,1,0,0,1,0,0
17851,0,58.97,2,12,293000,1,1,1,1,0,0
17852,2,50.0,8,15,173000,1,1,1,1,1,0
17853,305,19.44,4,4,55000,1,0,0,0,0,0
17854,177,24.01,2,2,67000,1,0,0,1,0,0
17855,87,25.92,7,12,92000,1,0,0,1,0,1
17856,75,19.87,1,2,78000,1,0,0,0,0,0
17857,259,57.96,2,12,173000,2,1,1,1,0,0
17858,237,48.17,3,7,121000,2,0,1,1,0,0
17859,113,20.01,2,8,80000,1,0,0,1,0,0
17860,150,67.39,22,27,282000,2,1,1,1,0,1
17861,73,45.61,13,13,194000,1,1,1,1,0,0
17862,329,14.4,1,2,40000,1,0,0,1,0,0
17863,198,42.04,1,3,114000,2,0,0,1,0,0
17864,0,20.49,2,3,94000,1,0,0,1,0,0
17865,258,71.01,2,5,127800,3,1,1,1,0,0
17866,131,36.88,8,21,140000,1,0,1,1,0,0
17867,258,42.8,2,5,132000,1,0,1,1,1,0
17868,89,32.57,4,12,135000,1,0,1,1,0,1
17869,59,37.67,1,3,113000,1,1,1,1,0,0
17870,586,24.79,3,3,52000,1,0,0,0,0,0
17871,565,34.65,2,2,65000,2,0,0,1,0,0
17872,35,46.44,5,15,228000,2,0,1,1,0,0
17873,3,25.06,4,14,161000,1,0,1,1,0,0
17874,668,23.89,1,2,61000,1,0,0,1,0,0
17875,41,30.61,2,5,128000,1,1,1,1,0,1
17876,38,25.54,1,5,83000,1,0,0,1,0,1
17877,6,60.69,17,37,390000,2,1,1,1,0,1
17878,350,40.16,2,5,102000,2,0,1,1,0,0
17879,32,30.88,3,3,134000,1,0,0,0,0,1
17880,315,39.33,4,5,92000,2,0,1,1,0,0
17881,42,42.17,10,12,189000,1,1,1,1,0,0
17882,48,63.4,2,2,128000,2,1,1,1,0,0
17883,64,49.78,4,5,201000,1,1,1,1,0,1
17884,408,27.4,7,10,80000,1,0,1,1,0,1
17885,7,25.67,2,3,144000,1,0,0,1,0,1
17886,440,42.9,1,3,90000,2,0,0,1,0,1
17887,329,23.11,2,12,91000,1,0,0,0,0,0
17888,115,72.92,17,19,165000,3,1,1,1,0,0
17889,0,53.79,1,3,127000,2,1,1,1,0,0
17890,40,20.03,1,3,83000,1,0,0,1,0,0
17891,2,30.07,12,12,172000,1,0,1,1,0,0
17892,1,25.31,13,13,115000,1,0,0,1,0,0
17893,415,19.12,2,3,72000,1,0,0,1,0,0
17894,316,17.39,1,2,67000,1,0,0,0,0,1
17895,13,28.34,4,4,89000,1,0,0,1,0,0
17896,37,25.07,2,9,96000,1,0,0,1,0,0
17897,160,28.56,2,2,67000,1,0,0,1,0,0
17898,76,44.58,4,9,149000,1,1,1,1,0,0
17899,2,27.51,4,6,147000,1,0,0,0,0,0
17900,0,23.22,3,3,85000,1,0,0,1,0,1
17901,362,16.5,1,4,54000,1,0,0,0,0,1
17902,70,25.28,1,3,120000,1,0,0,1,0,0
17903,162,19.87,1,2,61000,1,0,0,1,0,0
17904,3,21.52,2,4,105000,1,0,0,1,0,1
17905,0,32.76,2,4,127000,1,0,0,1,0,0
17906,348,16.15,1,2,57000,1,0,0,0,0,0
17907,165,19.8,1,2,71000,1,0,0,1,0,0
17908,587,110.31,3,15,348000,2,1,1,1,0,0
17909,358,43.8,3,4,90000,1,1,1,1,0,0
17910,209,26.61,6,8,152000,1,0,0,0,0,0
17911,173,42.97,12,13,190000,1,1,1,1,0,1
17912,5,54.66,8,14,266000,2,1,1,1,0,0
17913,3,22.33,6,9,113000,1,0,0,1,0,0
17914,0,35.12,1,2,89500,1,0,0,1,0,0
17915,499,32.37,5,10,110000,2,0,0,1,0,1
17916,158,21.45,3,6,84000,1,0,0,1,0,0
17917,53,32.63,3,12,105000,1,1,1,1,0,0
17918,553,16.2,4,4,70000,1,0,0,0,0,0
17919,421,66.81,2,3,118000,3,0,1,1,0,0
17920,7,25.45,9,12,119500,1,0,0,1,0,1
17921,49,25.92,3,8,91000,1,0,0,1,0,1
17922,599,55.0,3,4,118000,3,0,0,1,0,0
17923,100,15.6,2,2,58000,1,0,0,1,0,0
17924,151,24.2,12,15,114000,1,0,0,0,0,1
17925,39,25.34,3,9,113000,1,0,0,1,0,0
17926,139,46.14,11,12,175000,1,1,1,1,0,0
17927,170,22.09,3,4,78000,1,0,0,1,0,0
17928,225,33.4,17,17,146000,1,0,1,1,0,0
17929,134,50.37,3,3,84800,2,1,1,1,0,0
17930,119,31.8,3,3,95000,1,0,0,1,0,1
17931,139,70.38,25,58,266000,2,1,1,1,0,1
17932,3,42.34,9,12,203000,1,1,1,1,0,1
17933,202,54.9,2,2,102000,2,1,1,1,0,0
17934,228,48.67,2,12,148000,2,1,1,1,0,0
17935,257,20.29,1,3,70000,1,0,0,0,0,0
17936,305,20.03,1,2,63000,1,0,0,1,0,0
17937,31,25.19,5,8,117000,1,0,0,1,0,0
17938,326,18.0,3,3,55000,1,0,0,1,0,0
17939,177,35.53,7,8,135000,1,0,1,1,0,0
17940,265,56.0,6,6,123000,2,1,1,1,0,0
17941,1,25.73,6,12,110500,1,0,0,1,0,0
17942,209,35.56,1,3,129000,1,1,1,1,0,0
17943,7,27.53,2,3,81500,1,0,0,1,0,0
17944,162,31.18,5,15,151000,1,0,0,0,0,1
17945,0,20.01,5,5,81000,1,0,0,0,0,0
17946,184,140.22,12,14,670000,2,1,1,1,0,0
17947,31,37.97,4,13,169000,1,1,1,1,0,0
17948,23,40.89,5,6,165000,1,1,1,1,0,0
17949,2,25.33,2,6,141000,1,0,0,1,0,0
17950,443,30.0,1,2,65000,2,0,0,1,0,0
17951,38,45.46,2,3,117000,1,1,1,1,0,0
17952,152,60.14,10,32,265000,2,1,1,1,0,1
17953,86,55.34,7,7,210000,2,1,1,1,0,0
17954,121,30.28,3,7,92000,1,0,0,1,0,0
17955,353,48.0,3,4,99000,2,1,1,1,0,0
17956,145,29.22,3,9,118000,1,0,0,1,0,0
17957,1,25.65,8,12,111500,1,0,0,1,0,0
17958,4,51.39,4,5,188000,2,0,0,1,0,1
17959,228,33.41,10,11,96000,1,0,1,1,0,0
17960,35,20.48,5,5,78500,1,0,0,1,0,0
17961,386,12.29,3,5,58000,1,0,0,0,0,0
17962,148,35.61,2,6,121000,1,1,1,1,0,0
17963,307,49.58,3,5,107000,2,0,1,1,0,0
17964,337,13.0,2,4,44000,1,0,0,1,0,0
17965,434,31.35,3,4,100000,2,0,0,1,0,0
17966,77,22.67,2,3,60000,1,0,0,1,0,0
17967,391,16.06,5,5,66000,1,0,0,0,0,0
17968,25,25.63,2,15,102500,1,0,0,1,0,0
17969,199,57.47,2,4,165000,2,1,1,1,0,0
17970,0,36.96,1,3,84000,2,0,0,1,0,0
17971,174,48.88,13,16,268000,1,1,1,1,0,1
17972,22,25.72,2,8,94000,1,0,0,1,0,1
17973,119,41.13,3,5,170000,1,1,1,1,0,0
17974,0,37.09,3,4,130000,1,0,1,1,0,0
17975,340,26.4,1,3,72000,1,0,1,1,0,0
17976,295,16.0,8,8,65000,1,0,0,1,0,0
17977,23,39.75,2,3,169000,1,0,0,0,0,0
17978,195,23.4,1,3,78000,1,0,0,0,0,0
17979,18,25.6,10,11,101000,1,0,0,1,0,0
17980,2,33.56,4,4,195000,1,1,1,1,0,0
17981,107,26.71,2,3,78000,1,0,0,1,0,1
17982,149,38.75,9,15,148000,2,0,1,1,0,0
17983,1,25.5,5,5,93000,1,0,0,0,0,0
17984,1,19.04,1,2,82000,1,0,0,1,0,0
17985,335,24.83,3,4,73000,1,0,0,1,0,0
17986,137,16.05,4,4,73000,1,0,0,1,0,0
17987,73,21.09,1,5,95200,1,0,0,1,0,0
17988,69,31.58,1,2,74500,1,0,0,1,0,0
17989,354,14.85,1,2,53000,1,0,0,1,0,0
17990,127,63.03,2,2,195000,2,1,1,1,0,0
17991,70,60.48,12,13,380000,2,1,1,1,0,0
17992,222,22.86,2,2,72000,1,0,0,1,0,0
17993,137,30.01,4,14,141000,1,0,1,1,0,0
17994,371,66.75,2,3,120000,2,1,1,1,0,0
17995,138,57.4,10,12,147000,2,1,1,1,0,0
17996,215,29.7,1,2,60000,1,0,0,1,0,0
17997,164,25.31,6,11,124000,1,0,0,1,0,1
17998,0,49.88,1,3,153000,1,1,1,1,0,0
17999,0,41.2,2,3,98500,1,1,1,1,0,0
18000,70,26.1,3,5,118000,1,0,0,0,0,0
18001,1,25.53,1,2,77000,1,0,0,0,0,0
18002,149,26.7,2,14,136000,1,0,0,1,0,1
18003,1,26.1,3,12,97000,1,0,0,1,0,0
18004,7,25.8,5,6,85500,1,0,0,1,0,0
18005,499,9.72,2,2,49000,1,0,0,0,0,0
18006,76,20.63,1,8,85500,1,0,0,1,0,0
18007,291,17.35,1,2,72000,1,0,0,1,0,0
18008,45,60.65,13,19,260000,2,1,1,1,0,0
18009,149,25.67,1,2,85500,1,0,0,0,0,0
18010,140,57.05,14,14,223000,1,1,1,1,0,0
18011,364,43.76,4,4,100000,1,1,1,1,0,0
18012,41,30.52,6,13,148000,1,0,1,1,0,0
18013,390,28.0,1,2,71000,1,0,1,1,0,0
18014,240,88.78,9,12,378000,2,1,1,1,0,0
18015,66,25.65,2,2,57000,1,0,0,0,0,0
18016,545,34.43,3,4,85000,2,0,1,1,0,0
18017,221,56.81,2,7,140000,2,1,1,1,0,0
18018,201,26.6,6,14,113000,1,0,0,0,0,0
18019,201,27.47,3,8,110000,1,0,0,1,0,0
18020,359,51.98,2,2,72000,2,0,1,1,0,0
18021,5,26.07,2,5,122000,1,0,0,1,0,0
18022,183,78.28,1,4,215000,3,1,1,1,0,0
18023,125,15.82,2,3,60000,1,0,0,1,0,0
18024,1,40.52,8,12,202000,1,1,1,1,0,0
18025,229,21.56,6,7,71000,1,0,0,1,0,1
18026,366,39.74,1,2,73000,2,0,1,1,0,0
18027,6,26.58,8,18,109000,1,0,0,1,0,0
18028,186,70.3,21,56,298000,3,1,1,1,0,0
18029,0,22.98,1,2,113000,1,0,0,1,1,0
18030,289,46.2,3,3,85000,2,1,1,1,0,0
18031,40,20.91,2,4,91000,1,0,0,1,0,0
18032,120,37.18,3,4,149000,1,0,1,1,0,0
18033,497,21.03,9,10,115000,1,0,0,1,0,0
18034,352,16.0,1,2,59000,1,0,0,0,0,0
18035,203,31.53,3,10,92000,1,0,0,1,0,0
18036,6,26.95,2,10,148000,1,0,1,1,0,0
18037,173,23.5,1,2,60000,1,0,0,1,0,0
18038,229,59.78,2,9,126000,3,1,1,1,0,0
18039,0,25.45,2,13,105000,2,0,0,1,0,0
18040,319,16.5,2,2,68000,1,0,0,1,0,0
18041,407,18.01,1,3,62000,1,0,0,0,0,0
18042,87,36.99,3,4,91000,1,0,0,1,1,0
18043,498,31.5,1,3,101000,1,0,1,1,0,0
18044,321,43.74,3,3,95000,2,0,1,1,0,0
18045,197,22.98,1,2,65500,1,0,0,1,0,0
18046,407,42.42,5,7,138000,2,0,1,1,0,0
18047,216,46.8,2,10,110000,2,0,1,1,0,0
18048,47,70.35,12,34,320000,3,1,1,1,0,1
18049,89,44.58,2,6,118500,1,1,1,1,0,0
18050,7,25.73,2,13,117000,1,0,0,1,0,0
18051,135,25.5,5,5,135000,1,0,0,1,0,0
18052,343,40.0,2,2,62000,2,0,1,1,0,0
18053,292,60.73,2,3,150000,3,1,1,1,0,0
18054,75,21.67,1,9,85000,1,0,0,1,0,1
18055,460,31.4,1,2,67000,2,0,0,1,0,0
18056,321,61.44,7,7,148000,2,1,1,1,0,0
18057,536,32.12,3,4,64500,2,0,1,1,0,0
18058,209,51.62,4,4,167000,1,1,1,1,0,0
18059,72,15.04,2,3,55000,1,0,0,1,0,0
18060,430,14.4,4,4,49000,1,0,0,0,0,0
18061,547,39.6,3,3,65000,2,0,0,1,0,0
18062,18,40.93,2,12,176000,1,1,1,1,0,0
18063,23,25.44,7,15,135000,1,0,0,1,0,1
18064,0,26.1,3,8,107000,1,0,0,1,0,0
18065,153,39.33,5,5,154000,1,1,1,1,0,0
18066,571,40.19,3,6,105000,2,0,1,1,0,0
18067,155,64.14,5,12,234000,1,1,1,1,0,0
18068,126,83.17,44,48,330000,2,1,1,1,0,0
18069,300,25.9,1,2,56000,1,0,0,1,0,0
18070,210,34.0,6,9,125000,1,0,1,1,0,1
18071,187,21.3,9,11,102500,1,0,0,1,0,0
18072,243,65.31,2,6,185000,3,1,1,1,0,0
18073,4,34.16,3,5,155000,1,1,1,1,0,0
18074,149,41.65,4,17,185000,1,1,1,1,0,0
18075,352,15.26,3,5,69000,1,0,0,1,0,0
18076,162,20.31,13,13,81000,1,0,0,1,0,0
18077,140,53.0,2,2,153000,1,1,1,1,0,0
18078,34,71.07,3,22,280000,3,1,1,1,0,0
18079,44,25.69,2,5,102000,1,0,0,1,0,0
18080,213,25.58,5,13,108000,1,0,0,1,0,0
18081,354,34.5,2,2,82000,2,0,1,1,0,0
18082,479,32.4,3,3,74000,1,0,1,1,0,0
18083,41,25.01,2,7,123500,1,0,0,1,0,0
18084,348,44.46,3,7,89000,2,0,1,1,0,0
18085,139,41.02,15,15,156000,1,1,1,1,0,0
18086,364,64.64,19,42,247000,1,1,1,1,0,0
18087,594,32.56,2,6,134000,1,1,1,1,0,1
18088,415,75.3,2,2,98000,2,0,1,1,1,0
18089,137,47.31,19,21,204000,1,1,1,1,0,0
18090,20,40.99,2,2,97000,1,1,1,1,0,0
18091,138,40.21,2,12,169000,1,1,1,1,0,0
18092,402,18.7,1,3,60000,1,0,0,1,0,0
18093,43,20.59,2,4,88000,1,0,0,1,0,0
18094,5,34.43,4,4,200000,1,1,1,1,0,0
18095,2,21.1,3,4,110000,1,0,0,1,0,1
18096,28,34.6,7,15,160000,1,0,1,1,0,1
18097,1,45.62,7,8,103500,1,1,1,1,0,0
18098,214,68.31,3,3,111000,3,1,1,1,0,0
18099,271,47.05,5,5,102000,2,1,1,1,0,0
18100,318,42.96,3,3,102000,2,0,1,1,0,0
18101,164,58.8,2,2,92015,2,1,1,1,0,0
18102,82,42.9,10,10,136500,2,1,1,1,0,0
18103,79,21.6,7,13,90000,1,0,0,1,0,0
18104,54,25.52,3,13,99000,1,0,0,1,0,0
18105,0,20.11,3,3,83000,1,0,0,1,0,1
18106,93,25.19,12,14,119000,1,0,0,1,0,0
18107,155,23.18,10,14,119000,1,0,0,1,0,1
18108,186,22.71,3,15,97000,1,0,0,0,0,0
18109,302,43.0,2,3,80000,2,0,1,1,0,0
18110,1,33.82,1,4,134000,1,1,1,1,0,0
18111,161,18.09,2,4,103000,1,0,0,1,0,1
18112,433,17.96,1,2,45000,1,0,0,1,0,0
18113,33,20.61,2,5,89000,1,0,0,0,0,0
18114,348,16.51,2,7,65000,1,0,0,1,0,0
18115,0,25.78,1,2,93500,1,0,0,1,0,0
18116,49,36.02,1,3,137000,1,1,1,1,0,0
18117,240,21.42,2,6,81000,1,0,0,1,0,0
18118,94,12.28,1,3,54000,1,0,0,0,0,1
18119,296,40.0,5,5,122000,2,0,1,1,0,0
18120,208,30.3,4,4,106000,1,0,0,1,0,0
18121,5,18.37,1,5,95000,1,0,0,0,0,0
18122,404,15.25,1,5,99500,1,0,0,0,0,0
18123,169,24.29,4,12,98000,1,0,0,0,0,0
18124,125,75.95,11,20,230000,2,1,1,1,0,0
18125,6,50.01,3,7,211000,1,1,1,1,0,0
18126,0,40.45,1,3,121500,1,1,1,1,0,0
18127,310,56.35,3,3,90000,2,1,1,1,0,0
18128,65,12.59,3,3,49000,1,0,0,0,0,0
18129,256,32.0,1,3,80000,1,1,1,1,0,0
18130,224,22.41,11,12,113000,1,0,0,1,0,0
18131,4,41.66,5,5,137000,1,1,1,1,0,0
18132,7,25.66,3,6,101500,1,0,0,1,0,1
18133,45,40.77,8,8,199500,1,1,1,1,0,0
18134,138,25.98,3,5,90500,1,0,0,0,0,1
18135,388,16.5,4,4,60000,1,0,0,0,0,0
18136,329,19.22,3,4,47000,1,0,0,0,0,0
18137,167,67.61,4,14,331000,2,1,1,1,0,0
18138,580,25.64,6,6,65000,1,0,1,1,0,0
18139,0,26.22,1,2,78000,1,0,0,1,0,0
18140,7,57.28,4,5,289000,1,1,1,1,1,0
18141,132,26.54,1,6,81000,1,0,0,1,0,0
18142,401,15.0,3,3,58000,1,0,0,0,0,0
18143,358,16.2,4,13,63000,1,0,0,0,0,1
18144,1,25.9,6,11,134000,1,0,0,1,0,0
18145,351,44.91,2,12,135000,1,1,1,1,0,1
18146,251,42.87,2,3,110000,1,0,1,1,0,0
18147,368,35.8,6,6,108000,1,1,1,1,0,0
18148,1,38.6,4,5,155000,1,1,1,1,0,0
18149,59,20.65,4,5,79500,1,0,0,0,0,0
18150,145,42.55,2,2,125200,1,1,1,1,0,0
18151,2,22.0,1,3,107000,1,0,0,1,0,0
18152,47,25.47,3,14,100000,1,0,0,1,0,1
18153,0,17.09,3,4,79000,1,0,0,0,0,0
18154,6,40.4,5,5,252000,1,1,1,1,0,0
18155,7,25.73,4,13,118000,1,0,0,1,0,0
18156,137,25.12,4,14,92000,1,0,0,1,0,0
18157,0,30.63,2,2,125000,1,0,1,1,0,0
18158,54,22.63,12,12,124000,1,0,0,1,0,0
18159,185,24.42,3,3,90000,1,0,0,1,0,0
18160,199,23.19,1,2,76000,1,0,0,1,0,0
18161,32,25.12,4,4,137000,1,0,0,1,0,1
18162,128,21.65,2,2,65000,1,0,0,0,0,1
18163,260,39.12,3,7,142000,1,0,0,0,0,1
18164,127,21.28,5,9,105000,1,0,0,1,0,0
18165,1,25.73,6,12,110500,1,0,0,1,0,0
18166,106,23.15,10,11,92000,1,0,0,1,0,1
18167,150,27.6,4,8,100000,1,0,0,1,0,0
18168,123,37.89,16,22,168000,1,1,1,1,0,1
18169,142,21.84,6,11,93000,1,0,0,1,0,1
18170,0,26.4,4,8,100500,1,0,0,1,0,0
18171,0,63.34,2,2,136000,2,1,1,1,0,0
18172,163,25.33,2,2,69000,1,0,0,1,0,0
18173,174,29.93,5,8,89000,1,0,0,1,0,0
18174,695,13.5,2,2,29000,1,0,0,1,0,0
18175,87,21.0,2,4,101500,1,0,0,1,0,0
18176,169,42.8,2,2,95000,1,1,1,1,0,0
18177,39,25.81,3,5,107500,1,0,0,1,0,1
18178,209,21.78,11,14,85000,1,0,0,1,0,0
18179,50,20.42,2,8,89000,1,0,0,1,0,0
18180,204,19.13,7,11,89000,1,0,0,1,0,0
18181,260,16.52,1,2,50000,1,0,0,0,0,0
18182,149,26.62,1,4,97100,1,0,0,1,0,0
18183,348,14.79,1,2,49000,1,0,0,1,0,0
18184,0,26.72,1,2,76000,1,0,0,1,0,0
18185,341,52.64,1,9,94000,2,1,1,1,0,0
18186,334,16.0,1,3,47000,1,0,0,0,0,0
18187,0,26.82,6,10,91000,1,0,0,1,0,0
