id,age,area,floor,max_floor,y
17674,472,12.32,1,3,58000
17675,286,51.94,2,3,160000
17676,108,23.6,10,10,99000
17677,2,54.42,4,12,259000
17678,0,26.1,3,8,107000
17679,447,21.0,2,5,83000
17680,319,40.0,1,2,71000
17681,41,38.25,2,3,107000
17682,230,39.74,1,2,83000
17683,186,86.14,35,56,355000
17684,73,21.8,4,13,101000
17685,411,14.75,2,3,48000
17686,361,35.0,4,8,95000
17687,12,55.02,3,9,208000
17688,303,55.55,2,3,99000
17689,203,52.22,4,12,166000
17690,565,33.1,4,8,115000
17691,178,25.34,4,5,102000
17692,659,14.85,2,2,34000
17693,103,9.45,2,2,64000
17694,619,39.69,4,5,69000
17695,430,13.44,3,4,54000
17696,1,25.9,6,11,132000
17697,97,12.0,1,2,54000
17698,199,60.0,6,10,162000
17699,229,57.82,4,14,140000
17700,470,41.0,4,4,143000
17701,53,26.47,1,5,103000
17702,271,43.26,5,5,155000
17703,198,27.09,4,10,82000
17704,0,47.79,3,6,217000
17705,106,20.62,6,9,92000
17706,102,55.36,5,7,139000
17707,136,20.0,2,3,86000
17708,210,51.2,5,10,147000
17709,149,14.52,2,3,63000
17710,358,46.7,2,3,88000
17711,3,25.92,2,13,111000
17712,363,40.5,3,3,68000
17713,0,25.07,3,8,105000
17714,456,20.25,2,3,50000
17715,348,58.77,2,4,127000
17716,62,42.44,2,10,164000
17717,65,25.2,3,8,77000
17718,2,24.02,2,4,108000
17719,0,14.49,3,3,78000
17720,258,24.0,7,12,78000
17721,221,29.7,3,3,88500
17722,246,25.05,4,5,110000
17723,395,17.0,2,3,65000
17724,290,95.81,2,3,270000
17725,353,38.07,3,3,120000
17726,298,23.0,1,2,51000
17727,3,25.18,2,7,98000
17728,331,11.0,1,2,50000
17729,25,25.07,3,12,106000
17730,149,25.87,2,3,85500
17731,1,28.41,1,7,101500
17732,34,44.65,1,3,140000
17733,5,42.17,5,5,212000
17734,354,48.0,4,6,108000
17735,54,20.31,5,7,94500
17736,633,9.94,1,4,36000
17737,343,35.16,2,3,105000
17738,82,28.53,1,5,111000
17739,366,68.98,3,3,145000
17740,251,34.4,3,10,120000
17741,186,73.06,2,10,146000
17742,456,29.7,2,3,62000
17743,149,27.42,2,3,77000
17744,593,26.5,3,3,80000
17745,0,25.8,5,8,101000
17746,176,26.58,3,10,145000
17747,320,31.94,7,7,76000
17748,455,45.61,1,5,135000
17749,0,17.59,3,3,83000
17750,164,24.15,6,14,129000
17751,394,18.0,5,6,56000
17752,82,20.63,11,13,82000
17753,0,21.07,2,2,61000
17754,0,58.82,1,3,129000
17755,405,16.11,1,2,52000
17756,41,27.32,1,3,74000
17757,522,29.75,2,2,79000
17758,6,25.19,5,15,122000
17759,410,19.0,1,3,62000
17760,0,36.4,4,4,116500
17761,367,32.5,2,3,75000
17762,6,41.52,1,4,181000
17763,369,94.64,2,3,165000
17764,201,23.96,2,8,94500
17765,360,16.65,3,4,66000
17766,568,35.33,6,6,97000
17767,18,40.37,5,6,134000
17768,169,64.34,18,29,280000
17769,167,40.01,12,15,167000
17770,233,32.09,4,5,140000
17771,1,26.55,1,4,90500
17772,102,36.5,1,3,125000
17773,138,24.6,1,2,68000
17774,156,22.46,8,11,97000
17775,28,25.38,4,8,101500
17776,1,51.15,3,3,117500
17777,558,29.81,1,3,76000
17778,363,25.76,1,3,76000
17779,341,55.04,5,7,140000
17780,407,45.0,3,4,73000
17781,455,27.0,2,2,75000
17782,324,21.5,2,2,72000
17783,207,55.56,2,10,96000
17784,351,38.8,2,3,79000
17785,175,54.65,1,2,120000
17786,61,23.18,3,3,131000
17787,281,24.75,1,2,75000
17788,60,40.5,6,10,154000
17789,2,25.33,2,6,141000
17790,7,25.56,2,6,101500
17791,379,12.0,2,2,50000
17792,348,44.46,6,7,100000
17793,30,25.6,3,13,139000
17794,305,41.43,3,6,105000
17795,4,40.49,7,12,142000
17796,352,62.81,2,3,121000
17797,154,29.81,11,14,128000
17798,101,104.78,2,2,227000
17799,147,22.62,4,5,80000
17800,0,21.89,1,2,94000
17801,116,27.37,3,5,155000
17802,72,20.66,2,7,86000
17803,313,21.11,9,14,78000
17804,399,45.0,1,4,125000
17805,51,27.32,1,5,89000
17806,174,31.07,1,2,97000
17807,320,17.0,1,2,63000
17808,369,52.65,3,3,113000
17809,541,17.31,11,11,75000
17810,0,55.16,3,3,208000
17811,3,40.08,12,12,207000
17812,244,33.12,2,2,83000
17813,0,25.87,1,3,77000
17814,362,29.28,2,2,65000
17815,124,35.1,1,3,80800
17816,110,40.44,2,2,133000
17817,46,40.03,4,12,180000
17818,304,43.37,2,6,105000
17819,303,47.17,1,2,97000
17820,355,105.58,2,3,148000
17821,209,18.89,7,11,88000
17822,143,25.34,1,5,75000
17823,0,26.4,6,8,101500
17824,305,20.0,2,4,65000
17825,316,58.0,5,7,150000
17826,341,39.66,1,2,86000
17827,376,17.36,1,2,41000
17828,2,17.39,1,3,77000
17829,262,60.03,2,6,132100
17830,0,31.9,3,3,96000
17831,357,42.0,3,5,115000
17832,404,71.8,4,5,100000
17833,1,75.77,2,3,187000
17834,169,27.94,2,2,61500
17835,280,35.53,1,5,90000
17836,473,34.65,1,3,85000
17837,0,44.08,7,7,178000
17838,367,22.03,1,2,57000
17839,77,45.33,2,3,136000
17840,5,54.23,12,14,245000
17841,4,47.32,6,12,155000
17842,283,34.02,1,4,90000
17843,127,43.75,1,2,95000
17844,257,20.58,1,6,80000
17845,25,26.52,4,7,108500
17846,570,42.57,5,9,135000
17847,2,50.23,5,11,180000
17848,27,25.48,1,7,78000
17849,41,22.6,5,11,116000
17850,215,23.2,2,4,73000
17851,0,58.97,2,12,293000
17852,2,50.0,8,15,173000
17853,305,19.44,4,4,55000
17854,177,24.01,2,2,67000
17855,87,25.92,7,12,92000
17856,75,19.87,1,2,78000
17857,259,57.96,2,12,173000
17858,237,48.17,3,7,121000
17859,113,20.01,2,8,80000
17860,150,67.39,22,27,282000
17861,73,45.61,13,13,194000
17862,329,14.4,1,2,40000
17863,198,42.04,1,3,114000
17864,0,20.49,2,3,94000
17865,258,71.01,2,5,127800
17866,131,36.88,8,21,140000
17867,258,42.8,2,5,132000
17868,89,32.57,4,12,135000
17869,59,37.67,1,3,113000
17870,586,24.79,3,3,52000
17871,565,34.65,2,2,65000
17872,35,46.44,5,15,228000
17873,3,25.06,4,14,161000
17874,668,23.89,1,2,61000
17875,41,30.61,2,5,128000
17876,38,25.54,1,5,83000
17877,6,60.69,17,37,390000
17878,350,40.16,2,5,102000
17879,32,30.88,3,3,134000
17880,315,39.33,4,5,92000
17881,42,42.17,10,12,189000
17882,48,63.4,2,2,128000
17883,64,49.78,4,5,201000
17884,408,27.4,7,10,80000
17885,7,25.67,2,3,144000
17886,440,42.9,1,3,90000
17887,329,23.11,2,12,91000
17888,115,72.92,17,19,165000
17889,0,53.79,1,3,127000
17890,40,20.03,1,3,83000
17891,2,30.07,12,12,172000
17892,1,25.31,13,13,115000
17893,415,19.12,2,3,72000
17894,316,17.39,1,2,67000
17895,13,28.34,4,4,89000
17896,37,25.07,2,9,96000
17897,160,28.56,2,2,67000
17898,76,44.58,4,9,149000
17899,2,27.51,4,6,147000
17900,0,23.22,3,3,85000
17901,362,16.5,1,4,54000
17902,70,25.28,1,3,120000
17903,162,19.87,1,2,61000
17904,3,21.52,2,4,105000
17905,0,32.76,2,4,127000
17906,348,16.15,1,2,57000
17907,165,19.8,1,2,71000
17908,587,110.31,3,15,348000
17909,358,43.8,3,4,90000
17910,209,26.61,6,8,152000
17911,173,42.97,12,13,190000
17912,5,54.66,8,14,266000
17913,3,22.33,6,9,113000
17914,0,35.12,1,2,89500
17915,499,32.37,5,10,110000
17916,158,21.45,3,6,84000
17917,53,32.63,3,12,105000
17918,553,16.2,4,4,70000
17919,421,66.81,2,3,118000
17920,7,25.45,9,12,119500
17921,49,25.92,3,8,91000
17922,599,55.0,3,4,118000
17923,100,15.6,2,2,58000
17924,151,24.2,12,15,114000
17925,39,25.34,3,9,113000
17926,139,46.14,11,12,175000
17927,170,22.09,3,4,78000
17928,225,33.4,17,17,146000
17929,134,50.37,3,3,84800
17930,119,31.8,3,3,95000
17931,139,70.38,25,58,266000
17932,3,42.34,9,12,203000
17933,202,54.9,2,2,102000
17934,228,48.67,2,12,148000
17935,257,20.29,1,3,70000
17936,305,20.03,1,2,63000
17937,31,25.19,5,8,117000
17938,326,18.0,3,3,55000
17939,177,35.53,7,8,135000
17940,265,56.0,6,6,123000
17941,1,25.73,6,12,110500
17942,209,35.56,1,3,129000
17943,7,27.53,2,3,81500
17944,162,31.18,5,15,151000
17945,0,20.01,5,5,81000
17946,184,140.22,12,14,670000
17947,31,37.97,4,13,169000
17948,23,40.89,5,6,165000
17949,2,25.33,2,6,141000
17950,443,30.0,1,2,65000
17951,38,45.46,2,3,117000
17952,152,60.14,10,32,265000
17953,86,55.34,7,7,210000
17954,121,30.28,3,7,92000
17955,353,48.0,3,4,99000
17956,145,29.22,3,9,118000
17957,1,25.65,8,12,111500
17958,4,51.39,4,5,188000
17959,228,33.41,10,11,96000
17960,35,20.48,5,5,78500
17961,386,12.29,3,5,58000
17962,148,35.61,2,6,121000
17963,307,49.58,3,5,107000
17964,337,13.0,2,4,44000
17965,434,31.35,3,4,100000
17966,77,22.67,2,3,60000
17967,391,16.06,5,5,66000
17968,25,25.63,2,15,102500
17969,199,57.47,2,4,165000
17970,0,36.96,1,3,84000
17971,174,48.88,13,16,268000
17972,22,25.72,2,8,94000
17973,119,41.13,3,5,170000
17974,0,37.09,3,4,130000
17975,340,26.4,1,3,72000
17976,295,16.0,8,8,65000
17977,23,39.75,2,3,169000
17978,195,23.4,1,3,78000
17979,18,25.6,10,11,101000
17980,2,33.56,4,4,195000
17981,107,26.71,2,3,78000
17982,149,38.75,9,15,148000
17983,1,25.5,5,5,93000
17984,1,19.04,1,2,82000
17985,335,24.83,3,4,73000
17986,137,16.05,4,4,73000
17987,73,21.09,1,5,95200
17988,69,31.58,1,2,74500
17989,354,14.85,1,2,53000
17990,127,63.03,2,2,195000
17991,70,60.48,12,13,380000
17992,222,22.86,2,2,72000
17993,137,30.01,4,14,141000
17994,371,66.75,2,3,120000
17995,138,57.4,10,12,147000
17996,215,29.7,1,2,60000
17997,164,25.31,6,11,124000
17998,0,49.88,1,3,153000
17999,0,41.2,2,3,98500
18000,70,26.1,3,5,118000
18001,1,25.53,1,2,77000
18002,149,26.7,2,14,136000
18003,1,26.1,3,12,97000
18004,7,25.8,5,6,85500
18005,499,9.72,2,2,49000
18006,76,20.63,1,8,85500
18007,291,17.35,1,2,72000
18008,45,60.65,13,19,260000
18009,149,25.67,1,2,85500
18010,140,57.05,14,14,223000
18011,364,43.76,4,4,100000
18012,41,30.52,6,13,148000
18013,390,28.0,1,2,71000
18014,240,88.78,9,12,378000
18015,66,25.65,2,2,57000
18016,545,34.43,3,4,85000
18017,221,56.81,2,7,140000
18018,201,26.6,6,14,113000
18019,201,27.47,3,8,110000
18020,359,51.98,2,2,72000
18021,5,26.07,2,5,122000
18022,183,78.28,1,4,215000
18023,125,15.82,2,3,60000
18024,1,40.52,8,12,202000
18025,229,21.56,6,7,71000
18026,366,39.74,1,2,73000
18027,6,26.58,8,18,109000
18028,186,70.3,21,56,298000
18029,0,22.98,1,2,113000
18030,289,46.2,3,3,85000
18031,40,20.91,2,4,91000
18032,120,37.18,3,4,149000
18033,497,21.03,9,10,115000
18034,352,16.0,1,2,59000
18035,203,31.53,3,10,92000
18036,6,26.95,2,10,148000
18037,173,23.5,1,2,60000
18038,229,59.78,2,9,126000
18039,0,25.45,2,13,105000
18040,319,16.5,2,2,68000
18041,407,18.01,1,3,62000
18042,87,36.99,3,4,91000
18043,498,31.5,1,3,101000
18044,321,43.74,3,3,95000
18045,197,22.98,1,2,65500
18046,407,42.42,5,7,138000
18047,216,46.8,2,10,110000
18048,47,70.35,12,34,320000
18049,89,44.58,2,6,118500
18050,7,25.73,2,13,117000
18051,135,25.5,5,5,135000
18052,343,40.0,2,2,62000
18053,292,60.73,2,3,150000
18054,75,21.67,1,9,85000
18055,460,31.4,1,2,67000
18056,321,61.44,7,7,148000
18057,536,32.12,3,4,64500
18058,209,51.62,4,4,167000
18059,72,15.04,2,3,55000
18060,430,14.4,4,4,49000
18061,547,39.6,3,3,65000
18062,18,40.93,2,12,176000
18063,23,25.44,7,15,135000
18064,0,26.1,3,8,107000
18065,153,39.33,5,5,154000
18066,571,40.19,3,6,105000
18067,155,64.14,5,12,234000
18068,126,83.17,44,48,330000
18069,300,25.9,1,2,56000
18070,210,34.0,6,9,125000
18071,187,21.3,9,11,102500
18072,243,65.31,2,6,185000
18073,4,34.16,3,5,155000
18074,149,41.65,4,17,185000
18075,352,15.26,3,5,69000
18076,162,20.31,13,13,81000
18077,140,53.0,2,2,153000
18078,34,71.07,3,22,280000
18079,44,25.69,2,5,102000
18080,213,25.58,5,13,108000
18081,354,34.5,2,2,82000
18082,479,32.4,3,3,74000
18083,41,25.01,2,7,123500
18084,348,44.46,3,7,89000
18085,139,41.02,15,15,156000
18086,364,64.64,19,42,247000
18087,594,32.56,2,6,134000
18088,415,75.3,2,2,98000
18089,137,47.31,19,21,204000
18090,20,40.99,2,2,97000
18091,138,40.21,2,12,169000
18092,402,18.7,1,3,60000
18093,43,20.59,2,4,88000
18094,5,34.43,4,4,200000
18095,2,21.1,3,4,110000
18096,28,34.6,7,15,160000
18097,1,45.62,7,8,103500
18098,214,68.31,3,3,111000
18099,271,47.05,5,5,102000
18100,318,42.96,3,3,102000
18101,164,58.8,2,2,92015
18102,82,42.9,10,10,136500
18103,79,21.6,7,13,90000
18104,54,25.52,3,13,99000
18105,0,20.11,3,3,83000
18106,93,25.19,12,14,119000
18107,155,23.18,10,14,119000
18108,186,22.71,3,15,97000
18109,302,43.0,2,3,80000
18110,1,33.82,1,4,134000
18111,161,18.09,2,4,103000
18112,433,17.96,1,2,45000
18113,33,20.61,2,5,89000
18114,348,16.51,2,7,65000
18115,0,25.78,1,2,93500
18116,49,36.02,1,3,137000
18117,240,21.42,2,6,81000
18118,94,12.28,1,3,54000
18119,296,40.0,5,5,122000
18120,208,30.3,4,4,106000
18121,5,18.37,1,5,95000
18122,404,15.25,1,5,99500
18123,169,24.29,4,12,98000
18124,125,75.95,11,20,230000
18125,6,50.01,3,7,211000
18126,0,40.45,1,3,121500
18127,310,56.35,3,3,90000
18128,65,12.59,3,3,49000
18129,256,32.0,1,3,80000
18130,224,22.41,11,12,113000
18131,4,41.66,5,5,137000
18132,7,25.66,3,6,101500
18133,45,40.77,8,8,199500
18134,138,25.98,3,5,90500
18135,388,16.5,4,4,60000
18136,329,19.22,3,4,47000
18137,167,67.61,4,14,331000
18138,580,25.64,6,6,65000
18139,0,26.22,1,2,78000
18140,7,57.28,4,5,289000
18141,132,26.54,1,6,81000
18142,401,15.0,3,3,58000
18143,358,16.2,4,13,63000
18144,1,25.9,6,11,134000
18145,351,44.91,2,12,135000
18146,251,42.87,2,3,110000
18147,368,35.8,6,6,108000
18148,1,38.6,4,5,155000
18149,59,20.65,4,5,79500
18150,145,42.55,2,2,125200
18151,2,22.0,1,3,107000
18152,47,25.47,3,14,100000
18153,0,17.09,3,4,79000
18154,6,40.4,5,5,252000
18155,7,25.73,4,13,118000
18156,137,25.12,4,14,92000
18157,0,30.63,2,2,125000
18158,54,22.63,12,12,124000
18159,185,24.42,3,3,90000
18160,199,23.19,1,2,76000
18161,32,25.12,4,4,137000
18162,128,21.65,2,2,65000
18163,260,39.12,3,7,142000
18164,127,21.28,5,9,105000
18165,1,25.73,6,12,110500
18166,106,23.15,10,11,92000
18167,150,27.6,4,8,100000
18168,123,37.89,16,22,168000
18169,142,21.84,6,11,93000
18170,0,26.4,4,8,100500
18171,0,63.34,2,2,136000
18172,163,25.33,2,2,69000
18173,174,29.93,5,8,89000
18174,695,13.5,2,2,29000
18175,87,21.0,2,4,101500
18176,169,42.8,2,2,95000
18177,39,25.81,3,5,107500
18178,209,21.78,11,14,85000
18179,50,20.42,2,8,89000
18180,204,19.13,7,11,89000
18181,260,16.52,1,2,50000
18182,149,26.62,1,4,97100
18183,348,14.79,1,2,49000
18184,0,26.72,1,2,76000
18185,341,52.64,1,9,94000
18186,334,16.0,1,3,47000
18187,0,26.82,6,10,91000
18188,584,51.0,1,2,108000
18189,309,24.2,2,3,81000
18190,0,25.84,1,4,95500
18191,349,39.67,1,3,83000
18192,198,29.88,1,2,88000
18193,53,33.71,7,12,118000
18194,77,41.97,1,2,102000
18195,352,38.0,4,7,98000
18196,127,25.0,2,2,66000
18197,3,25.41,9,11,95500
18198,0,39.8,10,14,196000
18199,166,19.35,2,3,80000
18200,184,19.87,2,2,67000
18201,156,48.46,7,11,198000
18202,371,41.5,10,10,103000
18203,211,24.16,1,3,88000
18204,101,49.5,2,6,139000
18205,282,57.24,1,5,120000
18206,352,21.6,2,3,63000
18207,36,25.91,5,7,96000
18208,29,21.23,2,3,86000
18209,327,51.9,1,3,120000
18210,421,30.52,2,2,72000
18211,193,70.85,5,8,248000
18212,605,21.45,1,2,51000
18213,380,20.06,5,5,68000
18214,137,25.12,4,14,92000
18215,250,20.46,1,2,62000
18216,159,24.84,2,2,68500
18217,345,14.41,1,2,53000
18218,414,32.3,1,2,87000
18219,150,24.64,9,15,91000
18220,2,14.87,2,2,61000
18221,595,25.84,5,9,87000
18222,103,26.49,1,2,81500
18223,414,18.0,1,2,54000
18224,1,22.5,14,14,124000
18225,277,52.27,2,3,90000
18226,4,38.52,5,5,189000
18227,315,64.1,3,4,182000
18228,314,17.47,2,2,60000
18229,209,21.78,10,14,85000
18230,1,31.45,7,10,127000
18231,5,39.54,10,14,191000
18232,47,12.16,2,2,65000
18233,61,33.46,2,4,119000
18234,29,18.92,1,4,92000
18235,362,76.84,3,3,208000
18236,228,70.95,2,4,160000
18237,18,22.53,2,2,71000
18238,39,25.52,1,4,87000
18239,140,63.84,9,10,300000
18240,340,35.0,2,3,95000
18241,96,62.16,5,10,220000
18242,299,70.38,2,2,140000
18243,149,20.19,15,15,138000
18244,405,14.58,2,2,66000
18245,508,27.78,3,4,108000
18246,349,35.51,1,2,100500
18247,213,102.71,1,2,250000
18248,192,71.54,5,11,198000
18249,25,21.16,1,2,87000
18250,357,259.31,5,6,880000
18251,149,21.57,10,10,100000
18252,132,23.13,3,13,92000
18253,278,18.16,1,2,52000
18254,305,17.37,2,2,68000
18255,148,24.82,2,11,105000
18256,211,23.69,8,10,110000
18257,112,30.18,6,8,127000
18258,29,24.39,3,4,136500
18259,178,25.1,4,5,103000
18260,294,60.75,3,3,111000
18261,554,19.3,3,3,75000
18262,3,40.18,10,14,247000
18263,95,28.18,5,10,117000
18264,0,42.25,6,14,194000
18265,172,52.89,2,3,127000
18266,69,22.32,1,2,90500
18267,0,32.9,3,3,117000
18268,29,45.31,1,3,119000
18269,223,25.05,16,30,115000
18270,536,63.77,2,2,180000
18271,232,23.31,1,3,66000
18272,116,37.64,6,10,172000
18273,248,87.24,10,20,330000
18274,156,29.88,4,4,122000
18275,173,48.78,2,14,148000
18276,371,43.0,4,7,110000
18277,125,25.56,1,2,79000
18278,365,18.0,1,2,51000
18279,209,25.31,3,3,69000
18280,31,37.32,2,2,125000
18281,6,32.28,2,5,140000
18282,151,74.44,2,2,195000
18283,275,38.0,3,3,85000
18284,437,40.0,1,3,93500
18285,196,22.65,5,12,111000
18286,196,29.81,4,15,130000
18287,365,67.05,4,11,114000
18288,0,41.2,1,3,94500
18289,559,34.0,1,2,108000
18290,0,25.07,2,8,106000
18291,67,98.99,15,17,420000
18292,276,38.19,5,7,129000
18293,111,68.69,23,28,300000
18294,6,41.79,6,13,196500
18295,163,20.11,4,11,89000
18296,52,21.4,1,5,92000
18297,448,37.3,1,2,70000
18298,2,52.7,6,9,128500
18299,344,16.5,2,3,40000
18300,250,26.93,2,2,77000
18301,402,13.57,3,4,49000
18302,84,24.61,3,5,116000
18303,572,48.11,5,8,138000
18304,7,28.56,1,3,83000
18305,155,34.78,2,10,162000
18306,145,54.65,2,2,135000
18307,194,57.1,3,3,131000
18308,186,32.45,8,14,142000
18309,6,61.0,16,25,440000
18310,256,24.5,2,2,55000
18311,559,19.0,3,5,65000
18312,128,25.83,8,14,91000
18313,18,20.52,1,2,69000
18314,275,56.31,4,14,102000
18315,222,13.18,2,2,55000
18316,344,21.71,3,4,72000
18317,3,40.58,7,12,196000
18318,132,27.93,5,5,96000
18319,125,40.21,2,2,85000
18320,138,24.96,5,10,86000
18321,459,45.21,6,11,119000
18322,522,17.5,2,2,34000
18323,7,25.76,5,13,137000
18324,224,22.83,2,2,77150
18325,177,25.38,6,7,99000
18326,149,25.25,5,7,87000
18327,176,19.17,2,2,48000
18328,77,21.68,1,2,84000
18329,472,23.0,4,4,53000
18330,354,27.6,3,4,83000
18331,91,13.46,1,3,56000
18332,384,15.63,3,4,45000
18333,161,27.51,2,3,104500
18334,32,25.8,10,11,119000
18335,241,24.95,4,8,110000
18336,360,42.03,3,8,95000
18337,0,26.44,10,13,125000
18338,316,19.2,4,4,71000
18339,434,31.31,5,5,76000
18340,176,48.29,4,13,185000
18341,107,46.09,2,2,86500
18342,262,21.12,3,7,75000
18343,366,28.54,3,3,76000
18344,517,25.0,2,2,60000
18345,258,26.06,3,4,98000
18346,196,35.21,4,8,141000
18347,10,26.56,7,11,86000
18348,3,41.58,11,13,147000
18349,328,62.9,2,2,138000
18350,483,34.65,1,4,85000
18351,184,88.13,3,3,170000
18352,3,47.57,4,5,183000
18353,24,25.71,3,13,125000
18354,113,45.01,2,2,79500
18355,53,41.0,1,3,120000
18356,6,28.08,17,18,130000
18357,145,49.08,2,6,167000
18358,497,26.73,1,3,75000
18359,364,22.0,2,4,75000
18360,1,48.02,13,13,146500
18361,41,44.63,4,4,97000
18362,379,62.1,3,7,245000
18363,257,54.21,1,2,107000
18364,278,18.48,3,6,71000
18365,399,51.97,3,3,92000
18366,3,43.54,12,12,225000
18367,161,29.61,11,15,130000
18368,3,43.54,7,12,207000
18369,102,74.95,2,2,163000
18370,381,17.35,2,2,57000
18371,299,56.7,2,7,130000
18372,447,34.7,2,2,64000
18373,451,16.18,1,4,62000
18374,14,18.3,3,5,88000
18375,30,25.41,4,10,123000
18376,155,64.14,5,12,232000
18377,71,25.69,6,12,135000
18378,158,40.04,2,6,135000
18379,234,24.13,3,12,94000
18380,6,25.02,7,12,104000
18381,161,20.52,4,12,103500
18382,3,25.56,6,8,90000
18383,151,23.59,2,7,96000
18384,161,20.34,10,14,97000
18385,550,45.95,2,3,112000
18386,1,17.14,3,4,81000
18387,2,25.36,9,10,111000
18388,370,37.0,2,3,65000
18389,318,21.0,3,4,65000
18390,220,26.2,1,2,71000
18391,29,25.6,5,9,107500
18392,161,25.2,4,5,100000
18393,67,35.43,1,3,122000
18394,333,18.04,3,5,66000
18395,133,20.7,2,4,80000
18396,270,27.62,3,5,132000
18397,164,25.48,2,12,140000
18398,0,17.16,2,3,69000
18399,29,40.15,8,8,145000
18400,3,43.1,3,12,205000
18401,186,122.08,6,6,380000
18402,317,21.0,2,2,65000
18403,314,55.08,5,9,103500
18404,4,57.74,6,10,133000
18405,315,73.45,2,5,156000
18406,341,16.0,2,5,53000
18407,133,21.07,2,14,80000
18408,154,31.02,3,14,117000
18409,224,39.58,6,12,124000
18410,357,39.66,2,4,75000
18411,342,58.0,7,7,130000
18412,326,40.9,1,2,108000
18413,257,31.17,3,3,120000
18414,221,23.36,6,11,109500
18415,383,17.01,2,2,48000
18416,61,28.94,4,4,117000
18417,365,33.12,1,2,71000
18418,234,26.08,2,3,92000
18419,467,36.45,2,3,90000
18420,319,26.4,2,2,82000
18421,6,26.58,6,18,107000
18422,0,59.41,4,4,159000
18423,120,26.44,1,2,69000
18424,10,57.14,4,14,270000
18425,1,25.4,5,13,107000
18426,364,32.0,2,3,78000
18427,310,54.37,5,5,118000
18428,280,45.39,1,2,90000
18429,85,41.29,2,3,118000
18430,12,47.79,5,9,171000
18431,48,22.4,1,2,65000
18432,48,57.21,2,2,109000
18433,198,27.78,3,9,109000
18434,5,50.75,5,5,160000
18435,162,53.22,5,6,204000
18436,150,25.83,6,8,94000
18437,2,25.5,2,9,100000
18438,499,34.47,3,3,102000
18439,330,16.5,4,6,57000
18440,66,51.64,5,6,220000
18441,41,25.0,5,7,107000
18442,377,12.5,2,2,45000
18443,186,29.15,4,4,137000
18444,360,17.16,5,5,67000
18445,149,30.24,9,15,130000
18446,38,25.08,3,6,123000
18447,245,33.1,4,14,89000
18448,359,43.45,1,4,114000
18449,203,36.0,1,3,136000
18450,165,67.82,11,22,220000
18451,23,25.33,4,4,100000
18452,373,52.17,3,3,93000
18453,139,45.27,1,10,159000
18454,20,16.58,1,2,71000
18455,266,43.08,3,3,90500
18456,109,22.0,2,5,114000
18457,70,96.46,2,2,228000
18458,3,31.89,2,8,170000
18459,4,23.51,3,3,95000
18460,225,16.2,2,4,65000
18461,131,30.96,3,3,89000
18462,245,81.04,12,16,442000
18463,157,40.6,6,15,173500
18464,183,22.6,4,5,87000
18465,346,21.91,3,3,70000
18466,125,26.46,1,2,100000
18467,44,36.09,2,4,120000
18468,169,68.21,18,29,288000
18469,169,27.69,7,11,120000
18470,65,64.28,7,17,315000
18471,23,55.68,4,10,123000
18472,176,17.97,2,4,79000
18473,150,30.6,4,4,116000
18474,301,93.97,29,33,285000
18475,7,52.2,13,13,301000
18476,34,73.95,11,22,280000
18477,346,17.9,1,4,65000
18478,361,47.0,1,5,125000
18479,354,20.06,2,2,60000
18480,397,154.76,2,2,450000
18481,0,39.69,3,4,152000
18482,5,39.72,9,14,192000
18483,148,30.75,2,5,136000
18484,550,48.42,2,2,108000
18485,305,40.0,2,8,115000
18486,60,32.7,12,13,153000
18487,309,37.5,2,2,116000
18488,0,39.62,1,2,128000
18489,2,40.32,2,9,157000
18490,403,40.0,3,4,105000
18491,363,14.0,1,2,58000
18492,471,47.2,1,2,98000
18493,313,56.19,3,3,160000
18494,354,17.0,3,3,65000
18495,118,20.44,4,6,78600
18496,198,66.74,3,5,290000
18497,42,18.02,1,2,57000
18498,325,40.0,3,3,62000
18499,502,24.84,2,2,53700
18500,95,45.45,2,3,92500
18501,118,30.1,4,8,89500
18502,265,58.7,2,6,135000
18503,295,60.32,7,8,138000
18504,193,53.4,29,30,202000
18505,0,30.38,6,9,125000
18506,502,32.17,2,2,72000
18507,17,25.25,4,6,94500
18508,156,32.52,6,14,129000
18509,370,59.16,3,4,114000
18510,47,70.98,13,52,330000
18511,169,80.54,1,6,370000
18512,18,20.52,1,2,69000
18513,205,38.0,1,4,110000
18514,123,81.9,13,22,292000
18515,336,16.0,2,3,62000
18516,1,25.81,4,4,102500
18517,61,49.87,2,2,107500
18518,309,64.8,6,7,169000
18519,366,21.0,1,2,61500
18520,701,61.42,2,2,210000
18521,0,36.9,5,7,129000
18522,496,22.92,9,12,88000
18523,174,35.0,1,13,151000
18524,164,23.64,3,10,104000
18525,266,18.67,7,9,78000
18526,175,40.01,7,10,193000
18527,161,23.77,6,8,87000
18528,1,25.66,6,12,133000
18529,593,17.8,2,3,53000
18530,3,40.08,2,12,194000
18531,0,25.8,5,5,104000
18532,133,23.25,1,2,87000
18533,110,40.36,8,44,209000
18534,340,18.0,2,2,48000
18535,1,40.51,2,4,104000
18536,23,10.26,2,2,56000
18537,66,26.66,9,15,114000
18538,245,62.22,25,54,263000
18539,349,84.84,1,3,218000
18540,389,22.1,2,2,62000
18541,137,45.36,1,2,86500
18542,152,24.78,13,20,98000
18543,352,40.15,1,2,88000
18544,531,37.45,5,5,85000
18545,295,42.88,6,10,117000
18546,0,34.76,1,3,109000
18547,19,22.11,4,11,82000
